pipeline,metric,treated,is_real,tau_hat_d,se_d
corrected,POS,Baleshwar|Dhenkanal|Jagatsinghpur|Kendrapara|Puri,False,2.9171,3.3021
corrected,POS,Bhadrak|Cuttack|Dhenkanal|Jagatsinghpur|Kendrapara,False,-0.4002,2.7355
corrected,POS,Bhadrak|Cuttack|Dhenkanal|Jagatsinghpur|Puri,False,-2.6136,2.5434
corrected,POS,Bhadrak|Cuttack|Dhenkanal|Kendrapara|Puri,False,-2.6118,2.5435
corrected,POS,Bhadrak|Cuttack|Jagatsinghpur|Kendrapara|Puri,False,-3.634,2.5193
corrected,POS,Bhadrak|Dhenkanal|Jagatsinghpur|Kendrapara|Puri,False,-0.418,2.7332
corrected,POS,Cuttack|Dhenkanal|Jagatsinghpur|Kendrapara|Puri,False,2.9064,3.303
corrected,EOS,Angul|Baleshwar|Bhadrak|Cuttack|Dhenkanal,False,,
corrected,EOS,Angul|Baleshwar|Bhadrak|Cuttack|Jagatsinghpur,False,,
corrected,EOS,Angul|Baleshwar|Bhadrak|Cuttack|Kendrapara,False,,
corrected,EOS,Angul|Baleshwar|Bhadrak|Cuttack|Puri,False,,
corrected,EOS,Angul|Baleshwar|Bhadrak|Dhenkanal|Jagatsinghpur,False,,
corrected,EOS,Angul|Baleshwar|Bhadrak|Dhenkanal|Kendrapara,False,,
corrected,EOS,Angul|Baleshwar|Bhadrak|Dhenkanal|Puri,False,,
corrected,EOS,Angul|Baleshwar|Bhadrak|Jagatsinghpur|Kendrapara,False,,
corrected,EOS,Angul|Baleshwar|Bhadrak|Jagatsinghpur|Puri,False,,
corrected,EOS,Angul|Baleshwar|Bhadrak|Kendrapara|Puri,False,,
corrected,EOS,Angul|Baleshwar|Cuttack|Dhenkanal|Jagatsinghpur,False,,
corrected,EOS,Angul|Baleshwar|Cuttack|Dhenkanal|Kendrapara,False,,
corrected,EOS,Angul|Baleshwar|Cuttack|Dhenkanal|Puri,False,,
corrected,EOS,Angul|Baleshwar|Cuttack|Jagatsinghpur|Kendrapara,False,,
corrected,EOS,Angul|Baleshwar|Cuttack|Jagatsinghpur|Puri,False,,
corrected,EOS,Angul|Baleshwar|Cuttack|Kendrapara|Puri,False,,
corrected,EOS,Angul|Baleshwar|Dhenkanal|Jagatsinghpur|Kendrapara,False,,
corrected,EOS,Angul|Baleshwar|Dhenkanal|Jagatsinghpur|Puri,False,,
corrected,EOS,Angul|Baleshwar|Dhenkanal|Kendrapara|Puri,False,,
corrected,EOS,Angul|Baleshwar|Jagatsinghpur|Kendrapara|Puri,False,,
corrected,EOS,Angul|Bhadrak|Cuttack|Dhenkanal|Jagatsinghpur,False,,
corrected,EOS,Angul|Bhadrak|Cuttack|Dhenkanal|Kendrapara,False,,
corrected,EOS,Angul|Bhadrak|Cuttack|Dhenkanal|Puri,False,,
corrected,EOS,Angul|Bhadrak|Cuttack|Jagatsinghpur|Kendrapara,False,,
corrected,EOS,Angul|Bhadrak|Cuttack|Jagatsinghpur|Puri,False,,
corrected,EOS,Angul|Bhadrak|Cuttack|Kendrapara|Puri,False,,
corrected,EOS,Angul|Bhadrak|Dhenkanal|Jagatsinghpur|Kendrapara,False,,
corrected,EOS,Angul|Bhadrak|Dhenkanal|Jagatsinghpur|Puri,False,,
corrected,EOS,Angul|Bhadrak|Dhenkanal|Kendrapara|Puri,False,,
corrected,EOS,Angul|Bhadrak|Jagatsinghpur|Kendrapara|Puri,False,,
corrected,EOS,Angul|Cuttack|Dhenkanal|Jagatsinghpur|Kendrapara,False,,
corrected,EOS,Angul|Cuttack|Dhenkanal|Jagatsinghpur|Puri,False,,
corrected,EOS,Angul|Cuttack|Dhenkanal|Kendrapara|Puri,False,,
corrected,EOS,Angul|Cuttack|Jagatsinghpur|Kendrapara|Puri,False,,
corrected,EOS,Angul|Dhenkanal|Jagatsinghpur|Kendrapara|Puri,False,,
corrected,EOS,Baleshwar|Bhadrak|Cuttack|Dhenkanal|Jagatsinghpur,False,,
corrected,EOS,Baleshwar|Bhadrak|Cuttack|Dhenkanal|Kendrapara,False,,
corrected,EOS,Baleshwar|Bhadrak|Cuttack|Dhenkanal|Puri,False,,
corrected,EOS,Baleshwar|Bhadrak|Cuttack|Jagatsinghpur|Kendrapara,False,,
corrected,EOS,Baleshwar|Bhadrak|Cuttack|Jagatsinghpur|Puri,False,,
corrected,EOS,Baleshwar|Bhadrak|Cuttack|Kendrapara|Puri,False,,
corrected,EOS,Baleshwar|Bhadrak|Dhenkanal|Jagatsinghpur|Kendrapara,False,,
corrected,EOS,Baleshwar|Bhadrak|Dhenkanal|Jagatsinghpur|Puri,False,,
corrected,EOS,Baleshwar|Bhadrak|Dhenkanal|Kendrapara|Puri,False,,
corrected,EOS,Baleshwar|Bhadrak|Jagatsinghpur|Kendrapara|Puri,True,,
corrected,EOS,Baleshwar|Cuttack|Dhenkanal|Jagatsinghpur|Kendrapara,False,,
corrected,EOS,Baleshwar|Cuttack|Dhenkanal|Jagatsinghpur|Puri,False,,
corrected,EOS,Baleshwar|Cuttack|Dhenkanal|Kendrapara|Puri,False,,
corrected,EOS,Baleshwar|Cuttack|Jagatsinghpur|Kendrapara|Puri,False,,
corrected,EOS,Baleshwar|Dhenkanal|Jagatsinghpur|Kendrapara|Puri,False,,
corrected,EOS,Bhadrak|Cuttack|Dhenkanal|Jagatsinghpur|Kendrapara,False,,
corrected,EOS,Bhadrak|Cuttack|Dhenkanal|Jagatsinghpur|Puri,False,,
corrected,EOS,Bhadrak|Cuttack|Dhenkanal|Kendrapara|Puri,False,,
corrected,EOS,Bhadrak|Cuttack|Jagatsinghpur|Kendrapara|Puri,False,,
corrected,EOS,Bhadrak|Dhenkanal|Jagatsinghpur|Kendrapara|Puri,False,,
corrected,EOS,Cuttack|Dhenkanal|Jagatsinghpur|Kendrapara|Puri,False,,
